scenario,geology,alpha,policy,years,epochs,repetitions,honest_expected_deposits,attack_expected_deposits,delta_N,delta_N_standard_error,delta_N_ci95,relative_supply_elasticity,attacker_associated_delta_N,attacker_associated_delta_N_standard_error,attacker_associated_delta_N_ci95,net_attacker_associated_delta_over_global_delta,expected_eligible_attacker_events,expected_forfeited_bitcoin_rewards_R,expected_net_fixed_height_reward_shortfall_R,expected_additional_network_valid_solution_intervals,expected_attacker_share_of_additional_hash_intervals,expected_zero_cost_all_discoveries_omissions,R_per_expected_extra_deposit,value_capture_proxy_if_attacker_exits,value_capture_proxy_if_hash_share_maintained,value_capture_upper_bound,gross_budget_cap_R,gross_budget_utilization,threshold_value_over_R,threshold_capture_fraction_assumption,warning,matched_control_budget
C-four-year-growth-then-plateau,c10-eclip,0.5,threshold,10,261,4096,6.638427734375,6.65478515625,0.016357421875,0.0024648403854339624,"[0.011526334719549433, 0.021188509030450567]",0.0024640506049795887,-0.0048828125,0.002041450912848548,"[-0.008884056289183154, -0.0008815687108168465]",-0.29850746268656714,0.029541015625,0.029296875,0.0146484375,0.029296875,0.0146484375,0.0,1.791044776119403,0.0,0.5,1.0,,,100.0,0.5,,
C-four-year-growth-then-plateau,c10-eclip,0.5,threshold,25,652,4096,9.273681640625,9.29345703125,0.019775390625,0.0030241490715556874,"[0.013848058444750852, 0.02570272280524915]",0.0021324206923785706,-0.004638671875,0.002276316299859303,"[-0.009100251822724234, -0.0001770919272757656]",-0.2345679012345679,0.03173828125,0.03125,0.015625,0.03125,0.015625,0.0,1.5802469135802468,0.0,0.5,1.0,,,100.0,0.5,,
C-four-year-growth-then-plateau,c10-eclip,0.5,threshold,50,1304,4096,11.119384765625,11.1435546875,0.024169921875,0.003626627014824322,"[0.017061732925944328, 0.03127811082405567]",0.002173674387967944,-0.001953125,0.002465811605720236,"[-0.006786115747211663, 0.002879865747211663]",-0.08080808080808081,0.033203125,0.03271484375,0.016357421875,0.03271484375,0.016357421875,0.0,1.3535353535353536,0.0,0.5,1.0,,,100.0,0.5,,
C-four-year-growth-then-plateau,c10-eclip,0.5,threshold,100,2609,4096,12.979736328125,13.00537109375,0.025634765625,0.003939463874767557,"[0.01791341643045559, 0.03335611481954441]",0.0019749835418038184,-0.001220703125,0.002836939926443067,"[-0.006781105380828411, 0.004339699130828411]",-0.047619047619047616,0.033935546875,0.033447265625,0.0167236328125,0.033447265625,0.0167236328125,0.0,1.3047619047619048,0.0,0.5,1.0,,,100.0,0.5,,
C-four-year-growth-then-plateau,c10-eclip,0.5,all-discoveries-public-lock,1,26,4096,0.703369140625,0.703369140625,0.0,0.0,"[0.0, 0.0]",0.0,,,,,0.005859375,0.0,0.0,0.005859375,,0.005859375,,0.0,0.5,1.0,,,,,"Impossible ownership stress: controls every discovery after a public lock at zero cost, but lacks foresight; it is not the omniscient hard ceiling.",
C-four-year-growth-then-plateau,c10-eclip,0.5,all-discoveries-public-lock,4,104,4096,3.50146484375,3.506103515625,0.004638671875,0.0012186982735134786,"[0.002250023258913582, 0.007027320491086418]",0.0013247803653604797,,,,,0.031982421875,0.0,0.0,0.031982421875,,0.031982421875,0.0,0.0,0.5,1.0,,,,,"Impossible ownership stress: controls every discovery after a public lock at zero cost, but lacks foresight; it is not the omniscient hard ceiling.",
C-four-year-growth-then-plateau,c10-eclip,0.5,all-discoveries-public-lock,10,261,4096,6.638427734375,6.666748046875,0.0283203125,0.0032823885292010465,"[0.021886830982765948, 0.03475379401723405]",0.004266117465337796,,,,,0.0556640625,0.0,0.0,0.0556640625,,0.0556640625,0.0,0.0,0.5,1.0,,,,,"Impossible ownership stress: controls every discovery after a public lock at zero cost, but lacks foresight; it is not the omniscient hard ceiling.",
C-four-year-growth-then-plateau,c10-eclip,0.5,all-discoveries-public-lock,25,652,4096,9.273681640625,9.3125,0.038818359375,0.004220886076110689,"[0.030545422665823052, 0.04709129608417695]",0.0041858628405949715,,,,,0.062255859375,0.0,0.0,0.062255859375,,0.062255859375,0.0,0.0,0.5,1.0,,,,,"Impossible ownership stress: controls every discovery after a public lock at zero cost, but lacks foresight; it is not the omniscient hard ceiling.",
C-four-year-growth-then-plateau,c10-eclip,0.5,all-discoveries-public-lock,50,1304,4096,11.119384765625,11.16796875,0.048583984375,0.0051295075972070244,"[0.03853014948447423, 0.05863781926552577]",0.004369305082885059,,,,,0.064697265625,0.0,0.0,0.064697265625,,0.064697265625,0.0,0.0,0.5,1.0,,,,,"Impossible ownership stress: controls every discovery after a public lock at zero cost, but lacks foresight; it is not the omniscient hard ceiling.",
C-four-year-growth-then-plateau,c10-eclip,0.5,all-discoveries-public-lock,100,2609,4096,12.979736328125,13.03173828125,0.052001953125,0.005631417110122204,"[0.04096437558916048, 0.06303953066083952]",0.004006395184802032,,,,,0.06640625,0.0,0.0,0.06640625,,0.06640625,0.0,0.0,0.5,1.0,,,,,"Impossible ownership stress: controls every discovery after a public lock at zero cost, but lacks foresight; it is not the omniscient hard ceiling.",
C-four-year-growth-then-plateau,c10-eclip,0.5,omniscient-hard-ceiling,1,26,4096,0.703369140625,26.0,25.296630859375,0.012321764003843362,"[25.27248020192747, 25.32078151682253]",35.96494272821937,,,,,,0.0,0.0,,,,,,,,,,,,"Hard count ceiling only: grants arbitrary foresight, control, delay, and zero cost; it is not an executable strategy.",
C-four-year-growth-then-plateau,c10-eclip,0.5,omniscient-hard-ceiling,4,104,4096,3.50146484375,104.0,100.49853515625,0.019466358487279012,"[100.46038109361493, 100.53668921888507]",28.701854692511503,,,,,,0.0,0.0,,,,,,,,,,,,"Hard count ceiling only: grants arbitrary foresight, control, delay, and zero cost; it is not an executable strategy.",
C-four-year-growth-then-plateau,c10-eclip,0.5,omniscient-hard-ceiling,10,261,4096,6.638427734375,261.0,254.361572265625,0.025545305642718934,"[254.31150346656528, 254.41164106468472]",38.31653856055313,,,,,,0.0,0.0,,,,,,,,,,,,"Hard count ceiling only: grants arbitrary foresight, control, delay, and zero cost; it is not an executable strategy.",
C-four-year-growth-then-plateau,c10-eclip,0.5,omniscient-hard-ceiling,25,652,4096,9.273681640625,652.0,642.726318359375,0.03145556139774536,"[642.6646654590354, 642.7879712597146]",69.30648940371199,,,,,,0.0,0.0,,,,,,,,,,,,"Hard count ceiling only: grants arbitrary foresight, control, delay, and zero cost; it is not an executable strategy.",
C-four-year-growth-then-plateau,c10-eclip,0.5,omniscient-hard-ceiling,50,1304,4096,11.119384765625,1304.0,1292.880615234375,0.03526772986813424,"[1292.8114904838335, 1292.9497399849165]",116.27267537600176,,,,,,0.0,0.0,,,,,,,,,,,,"Hard count ceiling only: grants arbitrary foresight, control, delay, and zero cost; it is not an executable strategy.",
C-four-year-growth-then-plateau,c10-eclip,0.5,omniscient-hard-ceiling,100,2609,4096,12.979736328125,2609.0,2596.020263671875,0.038955185400553385,"[2595.9439115084897, 2596.0966158352603]",200.00562400075236,,,,,,0.0,0.0,,,,,,,,,,,,"Hard count ceiling only: grants arbitrary foresight, control, delay, and zero cost; it is not an executable strategy.",
C-four-year-growth-then-plateau,c10-eclip,0.5,public-lock-budget-1R,1,26,4096,0.703369140625,0.703369140625,0.0,0.0,"[0.0, 0.0]",0.0,-0.00146484375,0.0005976547536731011,"[-0.0026362470671992782, -0.00029344043280072176]",,0.003173828125,0.003173828125,0.0015869140625,0.003173828125,0.0015869140625,0.0,,0.0,0.5,1.0,1,0.003173828125,,,,True
C-four-year-growth-then-plateau,c10-eclip,0.5,public-lock-budget-1R,4,104,4096,3.50146484375,3.503662109375,0.002197265625,0.0007317060948387837,"[0.000763121679115984, 0.0036314095708840158]",0.000627527541486543,-0.0068359375,0.0014197328342882216,"[-0.009618613855204914, -0.004053261144795086]",-3.111111111111111,0.0166015625,0.016357421875,0.0081787109375,0.016357421875,0.0081787109375,0.0,7.444444444444445,0.0,0.5,1.0,1,0.016357421875,,,,True
C-four-year-growth-then-plateau,c10-eclip,0.5,public-lock-budget-1R,10,261,4096,6.638427734375,6.654296875,0.015869140625,0.002416775531251337,"[0.011132260583747378, 0.02060602066625262]",0.002390496855577213,-0.005126953125,0.002026648922508478,"[-0.009099185013116616, -0.0011547212368833836]",-0.3230769230769231,0.029541015625,0.029052734375,0.0145263671875,0.029052734375,0.0145263671875,0.0,1.8307692307692307,0.0,0.5,1.0,1,0.029052734375,,,,True
C-four-year-growth-then-plateau,c10-eclip,0.5,public-lock-budget-1R,25,652,4096,9.273681640625,9.293212890625,0.01953125,0.0030146644651146957,"[0.013622507648375196, 0.025439992351624804]",0.0021060945109911806,-0.005126953125,0.002276060513145549,"[-0.009588031730765275, -0.0006658745192347241]",-0.2625,0.03173828125,0.03125,0.015625,0.03125,0.015625,0.0,1.6,0.0,0.5,1.0,1,0.03125,,,,True
C-four-year-growth-then-plateau,c10-eclip,0.5,public-lock-budget-1R,50,1304,4096,11.119384765625,11.142578125,0.023193359375,0.0036933280588655323,"[0.015954436379623557, 0.030432282370376443]",0.0020858491601712594,-0.00244140625,0.0024657053510157016,"[-0.007274188737990775, 0.0023913762379907753]",-0.10526315789473684,0.033203125,0.03271484375,0.016357421875,0.03271484375,0.016357421875,0.0,1.4105263157894736,0.0,0.5,1.0,1,0.03271484375,,,,True
C-four-year-growth-then-plateau,c10-eclip,0.5,public-lock-budget-1R,100,2609,4096,12.979736328125,13.004150390625,0.0244140625,0.0038880535714440807,"[0.0167934774999696, 0.0320346475000304]",0.001880936706479827,-0.001708984375,0.0028368783574547855,"[-0.0072692659556113795, 0.0038512972056113795]",-0.07,0.033935546875,0.033203125,0.0166015625,0.033203125,0.0166015625,0.0,1.36,0.0,0.5,1.0,1,0.033203125,,,,True
C-four-year-growth-then-plateau,c10-eclip,1.0,shallow-lock,1,26,4096,0.68994140625,0.68994140625,0.0,0.0,"[0.0, 0.0]",0.0,0.0,0.0,"[0.0, 0.0]",,0.005126953125,0.005126953125,0.0,0.005126953125,0.005126953125,0.0,,0.0,1.0,1.0,,,,,,
C-four-year-growth-then-plateau,c10-eclip,1.0,shallow-lock,4,104,4096,3.534423828125,3.543212890625,0.0087890625,0.001822034940965169,"[0.005217874015708269, 0.012360250984291731]",0.0024867030462112317,0.0087890625,0.001822034940965169,"[0.005217874015708269, 0.012360250984291731]",1.0,0.033935546875,0.033935546875,0.0,0.033935546875,0.033935546875,0.0,3.861111111111111,0.0,1.0,1.0,,,,,,
C-four-year-growth-then-plateau,c10-eclip,1.0,shallow-lock,10,261,4096,6.636474609375,6.66455078125,0.028076171875,0.0034163906061205345,"[0.021380046287003754, 0.034772297462996246]",0.004230585292278262,0.028076171875,0.0034163906061205345,"[0.021380046287003754, 0.034772297462996246]",1.0,0.053955078125,0.053955078125,0.0,0.053955078125,0.053955078125,0.0,1.9217391304347826,0.0,1.0,1.0,,,,,,
C-four-year-growth-then-plateau,c10-eclip,1.0,shallow-lock,25,652,4096,9.249755859375,9.291259765625,0.04150390625,0.004690007062171793,"[0.03231149240814329, 0.05069632009185671]",0.00448702721250033,0.04150390625,0.004690007062171793,"[0.03231149240814329, 0.05069632009185671]",1.0,0.062744140625,0.062744140625,0.0,0.062744140625,0.062744140625,0.0,1.511764705882353,0.0,1.0,1.0,,,,,,
C-four-year-growth-then-plateau,c10-eclip,1.0,shallow-lock,50,1304,4096,11.091552734375,11.133056640625,0.04150390625,0.005162021296185141,"[0.031386344509477124, 0.051621467990522876]",0.003741938324051859,0.04150390625,0.005162021296185141,"[0.031386344509477124, 0.051621467990522876]",1.0,0.064208984375,0.064208984375,0.0,0.064208984375,0.064208984375,0.0,1.5470588235294118,0.0,1.0,1.0,,,,,,
C-four-year-growth-then-plateau,c10-eclip,1.0,shallow-lock,100,2609,4096,12.905517578125,12.947509765625,0.0419921875,0.0055613928416526695,"[0.03109185753036077, 0.05289251746963923]",0.0032538166133822665,0.0419921875,0.0055613928416526695,"[0.03109185753036077, 0.05289251746963923]",1.0,0.06494140625,0.06494140625,0.0,0.06494140625,0.06494140625,0.0,1.5465116279069768,0.0,1.0,1.0,,,,,,
C-four-year-growth-then-plateau,c10-eclip,1.0,public-lock,1,26,4096,0.68994140625,0.68994140625,0.0,0.0,"[0.0, 0.0]",0.0,0.0,0.0,"[0.0, 0.0]",,0.005126953125,0.005126953125,0.0,0.005126953125,0.005126953125,0.0,,0.0,1.0,1.0,,,,,,
C-four-year-growth-then-plateau,c10-eclip,1.0,public-lock,4,104,4096,3.534423828125,3.543212890625,0.0087890625,0.001822034940965169,"[0.005217874015708269, 0.012360250984291731]",0.0024867030462112317,0.0087890625,0.001822034940965169,"[0.005217874015708269, 0.012360250984291731]",1.0,0.033935546875,0.033935546875,0.0,0.033935546875,0.033935546875,0.0,3.861111111111111,0.0,1.0,1.0,,,,,,
C-four-year-growth-then-plateau,c10-eclip,1.0,public-lock,10,261,4096,6.636474609375,6.66455078125,0.028076171875,0.0034163906061205345,"[0.021380046287003754, 0.034772297462996246]",0.004230585292278262,0.028076171875,0.0034163906061205345,"[0.021380046287003754, 0.034772297462996246]",1.0,0.053955078125,0.053955078125,0.0,0.053955078125,0.053955078125,0.0,1.9217391304347826,0.0,1.0,1.0,,,,,,
C-four-year-growth-then-plateau,c10-eclip,1.0,public-lock,25,652,4096,9.249755859375,9.291259765625,0.04150390625,0.004690007062171793,"[0.03231149240814329, 0.05069632009185671]",0.00448702721250033,0.04150390625,0.004690007062171793,"[0.03231149240814329, 0.05069632009185671]",1.0,0.062744140625,0.062744140625,0.0,0.062744140625,0.062744140625,0.0,1.511764705882353,0.0,1.0,1.0,,,,,,
C-four-year-growth-then-plateau,c10-eclip,1.0,public-lock,50,1304,4096,11.091552734375,11.133056640625,0.04150390625,0.005162021296185141,"[0.031386344509477124, 0.051621467990522876]",0.003741938324051859,0.04150390625,0.005162021296185141,"[0.031386344509477124, 0.051621467990522876]",1.0,0.064208984375,0.064208984375,0.0,0.064208984375,0.064208984375,0.0,1.5470588235294118,0.0,1.0,1.0,,,,,,
C-four-year-growth-then-plateau,c10-eclip,1.0,public-lock,100,2609,4096,12.905517578125,12.947509765625,0.0419921875,0.0055613928416526695,"[0.03109185753036077, 0.05289251746963923]",0.0032538166133822665,0.0419921875,0.0055613928416526695,"[0.03109185753036077, 0.05289251746963923]",1.0,0.06494140625,0.06494140625,0.0,0.06494140625,0.06494140625,0.0,1.5465116279069768,0.0,1.0,1.0,,,,,,
C-four-year-growth-then-plateau,c10-eclip,1.0,threshold,1,26,4096,0.68994140625,0.68994140625,0.0,0.0,"[0.0, 0.0]",0.0,0.0,0.0,"[0.0, 0.0]",,0.005126953125,0.005126953125,0.0,0.005126953125,0.005126953125,0.0,,0.0,1.0,1.0,,,100.0,1.0,,
C-four-year-growth-then-plateau,c10-eclip,1.0,threshold,4,104,4096,3.534423828125,3.543212890625,0.0087890625,0.001822034940965169,"[0.005217874015708269, 0.012360250984291731]",0.0024867030462112317,0.0087890625,0.001822034940965169,"[0.005217874015708269, 0.012360250984291731]",1.0,0.033935546875,0.03369140625,0.0,0.03369140625,0.03369140625,0.0,3.8333333333333335,0.0,1.0,1.0,,,100.0,1.0,,
C-four-year-growth-then-plateau,c10-eclip,1.0,threshold,10,261,4096,6.636474609375,6.66455078125,0.028076171875,0.0034163906061205345,"[0.021380046287003754, 0.034772297462996246]",0.004230585292278262,0.028076171875,0.0034163906061205345,"[0.021380046287003754, 0.034772297462996246]",1.0,0.053955078125,0.0537109375,0.0,0.0537109375,0.0537109375,0.0,1.9130434782608696,0.0,1.0,1.0,,,100.0,1.0,,
C-four-year-growth-then-plateau,c10-eclip,1.0,threshold,25,652,4096,9.249755859375,9.291259765625,0.04150390625,0.004690007062171793,"[0.03231149240814329, 0.05069632009185671]",0.00448702721250033,0.04150390625,0.004690007062171793,"[0.03231149240814329, 0.05069632009185671]",1.0,0.062744140625,0.0625,0.0,0.0625,0.0625,0.0,1.5058823529411764,0.0,1.0,1.0,,,100.0,1.0,,
C-four-year-growth-then-plateau,c10-eclip,1.0,threshold,50,1304,4096,11.091552734375,11.133056640625,0.04150390625,0.005162021296185141,"[0.031386344509477124, 0.051621467990522876]",0.003741938324051859,0.04150390625,0.005162021296185141,"[0.031386344509477124, 0.051621467990522876]",1.0,0.064208984375,0.06396484375,0.0,0.06396484375,0.06396484375,0.0,1.5411764705882354,0.0,1.0,1.0,,,100.0,1.0,,
C-four-year-growth-then-plateau,c10-eclip,1.0,threshold,100,2609,4096,12.905517578125,12.947509765625,0.0419921875,0.0055613928416526695,"[0.03109185753036077, 0.05289251746963923]",0.0032538166133822665,0.0419921875,0.0055613928416526695,"[0.03109185753036077, 0.05289251746963923]",1.0,0.06494140625,0.064697265625,0.0,0.064697265625,0.064697265625,0.0,1.5406976744186047,0.0,1.0,1.0,,,100.0,1.0,,
C-four-year-growth-then-plateau,c10-eclip,1.0,all-discoveries-public-lock,1,26,4096,0.68994140625,0.68994140625,0.0,0.0,"[0.0, 0.0]",0.0,,,,,0.005126953125,0.0,0.0,0.005126953125,,0.005126953125,,0.0,1.0,1.0,,,,,"Impossible ownership stress: controls every discovery after a public lock at zero cost, but lacks foresight; it is not the omniscient hard ceiling.",
C-four-year-growth-then-plateau,c10-eclip,1.0,all-discoveries-public-lock,4,104,4096,3.534423828125,3.543212890625,0.0087890625,0.001822034940965169,"[0.005217874015708269, 0.012360250984291731]",0.0024867030462112317,,,,,0.033935546875,0.0,0.0,0.033935546875,,0.033935546875,0.0,0.0,1.0,1.0,,,,,"Impossible ownership stress: controls every discovery after a public lock at zero cost, but lacks foresight; it is not the omniscient hard ceiling.",
C-four-year-growth-then-plateau,c10-eclip,1.0,all-discoveries-public-lock,10,261,4096,6.636474609375,6.66455078125,0.028076171875,0.0034163906061205345,"[0.021380046287003754, 0.034772297462996246]",0.004230585292278262,,,,,0.053955078125,0.0,0.0,0.053955078125,,0.053955078125,0.0,0.0,1.0,1.0,,,,,"Impossible ownership stress: controls every discovery after a public lock at zero cost, but lacks foresight; it is not the omniscient hard ceiling.",
C-four-year-growth-then-plateau,c10-eclip,1.0,all-discoveries-public-lock,25,652,4096,9.249755859375,9.291259765625,0.04150390625,0.004690007062171793,"[0.03231149240814329, 0.05069632009185671]",0.00448702721250033,,,,,0.062744140625,0.0,0.0,0.062744140625,,0.062744140625,0.0,0.0,1.0,1.0,,,,,"Impossible ownership stress: controls every discovery after a public lock at zero cost, but lacks foresight; it is not the omniscient hard ceiling.",
C-four-year-growth-then-plateau,c10-eclip,1.0,all-discoveries-public-lock,50,1304,4096,11.091552734375,11.133056640625,0.04150390625,0.005162021296185141,"[0.031386344509477124, 0.051621467990522876]",0.003741938324051859,,,,,0.064208984375,0.0,0.0,0.064208984375,,0.064208984375,0.0,0.0,1.0,1.0,,,,,"Impossible ownership stress: controls every discovery after a public lock at zero cost, but lacks foresight; it is not the omniscient hard ceiling.",
C-four-year-growth-then-plateau,c10-eclip,1.0,all-discoveries-public-lock,100,2609,4096,12.905517578125,12.947509765625,0.0419921875,0.0055613928416526695,"[0.03109185753036077, 0.05289251746963923]",0.0032538166133822665,,,,,0.06494140625,0.0,0.0,0.06494140625,,0.06494140625,0.0,0.0,1.0,1.0,,,,,"Impossible ownership stress: controls every discovery after a public lock at zero cost, but lacks foresight; it is not the omniscient hard ceiling.",
C-four-year-growth-then-plateau,c10-eclip,1.0,omniscient-hard-ceiling,1,26,4096,0.68994140625,26.0,25.31005859375,0.012101165441928966,"[25.28634030948382, 25.33377687801618]",36.68435951875443,,,,,,0.0,0.0,,,,,,,,,,,,"Hard count ceiling only: grants arbitrary foresight, control, delay, and zero cost; it is not an executable strategy.",
C-four-year-growth-then-plateau,c10-eclip,1.0,omniscient-hard-ceiling,4,104,4096,3.534423828125,104.0,100.465576171875,0.01971462110003026,"[100.42693551451895, 100.50421682923105]",28.424880845479034,,,,,,0.0,0.0,,,,,,,,,,,,"Hard count ceiling only: grants arbitrary foresight, control, delay, and zero cost; it is not an executable strategy.",
C-four-year-growth-then-plateau,c10-eclip,1.0,omniscient-hard-ceiling,10,261,4096,6.636474609375,261.0,254.363525390625,0.02556420201857245,"[254.3134195546686, 254.4136312265814]",38.32810948018982,,,,,,0.0,0.0,,,,,,,,,,,,"Hard count ceiling only: grants arbitrary foresight, control, delay, and zero cost; it is not an executable strategy.",
C-four-year-growth-then-plateau,c10-eclip,1.0,omniscient-hard-ceiling,25,652,4096,9.249755859375,652.0,642.750244140625,0.03119605745331826,"[642.6890998680165, 642.8113884132335]",69.48834692638636,,,,,,0.0,0.0,,,,,,,,,,,,"Hard count ceiling only: grants arbitrary foresight, control, delay, and zero cost; it is not an executable strategy.",
C-four-year-growth-then-plateau,c10-eclip,1.0,omniscient-hard-ceiling,50,1304,4096,11.091552734375,1304.0,1292.908447265625,0.034622874654151474,"[1292.8405864313029, 1292.9763080999471]",116.56694767889766,,,,,,0.0,0.0,,,,,,,,,,,,"Hard count ceiling only: grants arbitrary foresight, control, delay, and zero cost; it is not an executable strategy.",
C-four-year-growth-then-plateau,c10-eclip,1.0,omniscient-hard-ceiling,100,2609,4096,12.905517578125,2609.0,2596.094482421875,0.0376991836492799,"[2596.0205920219223, 2596.1683728218277]",201.161593613439,,,,,,0.0,0.0,,,,,,,,,,,,"Hard count ceiling only: grants arbitrary foresight, control, delay, and zero cost; it is not an executable strategy.",
C-four-year-growth-then-plateau,c10-eclip,1.0,public-lock-budget-1R,1,26,4096,0.68994140625,0.68994140625,0.0,0.0,"[0.0, 0.0]",0.0,0.0,0.0,"[0.0, 0.0]",,0.005126953125,0.005126953125,0.0,0.005126953125,0.005126953125,0.0,,0.0,1.0,1.0,1,0.005126953125,,,,True
C-four-year-growth-then-plateau,c10-eclip,1.0,public-lock-budget-1R,4,104,4096,3.534423828125,3.542724609375,0.00830078125,0.001789583943614519,"[0.004793196720515543, 0.011808365779484457]",0.0023485528769772745,0.00830078125,0.001789583943614519,"[0.004793196720515543, 0.011808365779484457]",1.0,0.033935546875,0.03271484375,0.0,0.03271484375,0.03271484375,0.0,3.9411764705882355,0.0,1.0,1.0,1,0.03271484375,,,,True
C-four-year-growth-then-plateau,c10-eclip,1.0,public-lock-budget-1R,10,261,4096,6.636474609375,6.66259765625,0.026123046875,0.0033139319370295035,"[0.019627740278422172, 0.03261835347157783]",0.00393628370672847,0.026123046875,0.0033139319370295035,"[0.019627740278422172, 0.03261835347157783]",1.0,0.053955078125,0.05078125,0.0,0.05078125,0.05078125,0.0,1.9439252336448598,0.0,1.0,1.0,1,0.05078125,,,,True
C-four-year-growth-then-plateau,c10-eclip,1.0,public-lock-budget-1R,25,652,4096,9.249755859375,9.2880859375,0.038330078125,0.004548274390965697,"[0.02941546031870723, 0.04724469593129277]",0.004143901602132657,0.038330078125,0.004548274390965697,"[0.02941546031870723, 0.04724469593129277]",1.0,0.062744140625,0.05908203125,0.0,0.05908203125,0.05908203125,0.0,1.5414012738853504,0.0,1.0,1.0,1,0.05908203125,,,,True
C-four-year-growth-then-plateau,c10-eclip,1.0,public-lock-budget-1R,50,1304,4096,11.091552734375,11.1298828125,0.038330078125,0.004985994780643919,"[0.028557528354937918, 0.04810262789506208]",0.0034557900992714225,0.038330078125,0.004985994780643919,"[0.028557528354937918, 0.04810262789506208]",1.0,0.064208984375,0.060546875,0.0,0.060546875,0.060546875,0.0,1.5796178343949046,0.0,1.0,1.0,1,0.060546875,,,,True
C-four-year-growth-then-plateau,c10-eclip,1.0,public-lock-budget-1R,100,2609,4096,12.905517578125,12.944580078125,0.0390625,0.005348112874384297,"[0.02858019876620678, 0.04954480123379322]",0.003026806151983504,0.0390625,0.005348112874384297,"[0.02858019876620678, 0.04954480123379322]",1.0,0.06494140625,0.061279296875,0.0,0.061279296875,0.061279296875,0.0,1.56875,0.0,1.0,1.0,1,0.061279296875,,,,True
C-four-year-growth-then-plateau,c10-unclipped,0.01,public-lock,1,26,4096,0.386474609375,0.386474609375,0.0,0.0,"[0.0, 0.0]",0.0,0.0,0.0,"[0.0, 0.0]",,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.01,1.0,,,,,,
C-four-year-growth-then-plateau,c10-unclipped,0.01,public-lock,4,104,4096,1.92236328125,1.92236328125,0.0,0.0,"[0.0, 0.0]",0.0,0.0,0.0,"[0.0, 0.0]",,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.01,1.0,,,,,,
C-four-year-growth-then-plateau,c10-unclipped,0.01,public-lock,10,261,4096,4.123046875,4.123046875,0.0,0.0,"[0.0, 0.0]",0.0,0.0,0.0,"[0.0, 0.0]",,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.01,1.0,,,,,,
C-four-year-growth-then-plateau,c10-unclipped,0.01,public-lock,25,652,4096,6.213623046875,6.213623046875,0.0,0.0,"[0.0, 0.0]",0.0,0.0,0.0,"[0.0, 0.0]",,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.01,1.0,,,,,,
C-four-year-growth-then-plateau,c10-unclipped,0.01,public-lock,50,1304,4096,7.669189453125,7.669189453125,0.0,0.0,"[0.0, 0.0]",0.0,0.0,0.0,"[0.0, 0.0]",,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.01,1.0,,,,,,
C-four-year-growth-then-plateau,c10-unclipped,0.01,public-lock,100,2609,4096,9.1005859375,9.1005859375,0.0,0.0,"[0.0, 0.0]",0.0,0.0,0.0,"[0.0, 0.0]",,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.01,1.0,,,,,,
C-four-year-growth-then-plateau,c10-unclipped,0.01,public-lock-budget-1R,1,26,4096,0.386474609375,0.386474609375,0.0,0.0,"[0.0, 0.0]",0.0,0.0,0.0,"[0.0, 0.0]",,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.01,1.0,1,0.0,,,,True
C-four-year-growth-then-plateau,c10-unclipped,0.01,public-lock-budget-1R,4,104,4096,1.92236328125,1.92236328125,0.0,0.0,"[0.0, 0.0]",0.0,0.0,0.0,"[0.0, 0.0]",,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.01,1.0,1,0.0,,,,True
C-four-year-growth-then-plateau,c10-unclipped,0.01,public-lock-budget-1R,10,261,4096,4.123046875,4.123046875,0.0,0.0,"[0.0, 0.0]",0.0,0.0,0.0,"[0.0, 0.0]",,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.01,1.0,1,0.0,,,,True
C-four-year-growth-then-plateau,c10-unclipped,0.01,public-lock-budget-1R,25,652,4096,6.213623046875,6.213623046875,0.0,0.0,"[0.0, 0.0]",0.0,0.0,0.0,"[0.0, 0.0]",,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.01,1.0,1,0.0,,,,True
C-four-year-growth-then-plateau,c10-unclipped,0.01,public-lock-budget-1R,50,1304,4096,7.669189453125,7.669189453125,0.0,0.0,"[0.0, 0.0]",0.0,0.0,0.0,"[0.0, 0.0]",,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.01,1.0,1,0.0,,,,True
C-four-year-growth-then-plateau,c10-unclipped,0.01,public-lock-budget-1R,100,2609,4096,9.1005859375,9.1005859375,0.0,0.0,"[0.0, 0.0]",0.0,0.0,0.0,"[0.0, 0.0]",,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.01,1.0,1,0.0,,,,True
C-four-year-growth-then-plateau,c10-unclipped,0.1,public-lock,1,26,4096,0.38818359375,0.38818359375,0.0,0.0,"[0.0, 0.0]",0.0,-0.000244140625,0.000244140625,"[-0.00072265625, 0.000234375]",,0.00048828125,0.00048828125,0.000439453125,0.00048828125,4.8828125e-05,0.0,,0.0,0.1,1.0,,,,,,
